timestamp,zone_datetime,status,zone_name,carbon_intensity_avg,carbon_intensity_unit,fossilFuelPercentage
1659475812,2022-08-02T20:00:00.000Z,ok,US-CAR-SC,582,gCO2eq/kWh,81.33
1659477612,2022-08-02T21:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.79
1659479412,2022-08-02T21:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.79
1659481212,2022-08-02T22:00:00.000Z,ok,US-CAR-SC,574,gCO2eq/kWh,80.55
1659483011,2022-08-02T22:00:00.000Z,ok,US-CAR-SC,574,gCO2eq/kWh,80.55
1659484812,2022-08-02T23:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.87
1659486612,2022-08-02T23:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.87
1659488412,2022-08-03T00:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,81.7
1659490212,2022-08-03T00:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,81.7
1659492012,2022-08-03T01:00:00.000Z,ok,US-CAR-SC,587,gCO2eq/kWh,82.08
1659493812,2022-08-03T01:00:00.000Z,ok,US-CAR-SC,587,gCO2eq/kWh,82.08
1659495611,2022-08-03T02:00:00.000Z,ok,US-CAR-SC,588,gCO2eq/kWh,82.37
1659497411,2022-08-03T02:00:00.000Z,ok,US-CAR-SC,588,gCO2eq/kWh,82.37
1659499211,2022-08-03T03:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,82.46
1659501011,2022-08-03T03:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,82.46
1659502812,2022-08-03T04:00:00.000Z,ok,US-CAR-SC,591,gCO2eq/kWh,82.63
1659504611,2022-08-03T04:00:00.000Z,ok,US-CAR-SC,591,gCO2eq/kWh,82.63
1659506411,2022-08-03T05:00:00.000Z,ok,US-CAR-SC,592,gCO2eq/kWh,82.98
1659508211,2022-08-03T05:00:00.000Z,ok,US-CAR-SC,592,gCO2eq/kWh,82.98
1659510011,2022-08-03T06:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,83.07
1659511811,2022-08-03T06:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,83.07
1659513610,2022-08-03T07:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,82.82
1659515411,2022-08-03T07:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,82.82
1659517211,2022-08-03T08:00:00.000Z,ok,US-CAR-SC,580,gCO2eq/kWh,82.53
1659519011,2022-08-03T08:00:00.000Z,ok,US-CAR-SC,580,gCO2eq/kWh,82.53
1659520811,2022-08-03T09:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.34
1659522611,2022-08-03T09:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.34
1659524414,2022-08-03T10:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,82.29
1659526214,2022-08-03T10:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,82.29
1659528013,2022-08-03T11:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,82.36
1659529812,2022-08-03T11:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,82.36
1659531612,2022-08-03T12:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,82.31
1659540746,2022-08-03T14:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,81.92
1659542547,2022-08-03T15:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,81.56
1659544350,2022-08-03T15:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,81.56
1659549747,2022-08-03T17:00:00.000Z,ok,US-CAR-SC,585,gCO2eq/kWh,81.89
1659551551,2022-08-03T17:00:00.000Z,ok,US-CAR-SC,585,gCO2eq/kWh,81.89
1659553348,2022-08-03T18:00:00.000Z,ok,US-CAR-SC,588,gCO2eq/kWh,82.19
1659555147,2022-08-03T18:00:00.000Z,ok,US-CAR-SC,588,gCO2eq/kWh,82.19
1659556947,2022-08-03T19:00:00.000Z,ok,US-CAR-SC,586,gCO2eq/kWh,81.93
1659558746,2022-08-03T19:00:00.000Z,ok,US-CAR-SC,586,gCO2eq/kWh,81.93
1659562344,2022-08-03T20:00:00.000Z,ok,US-CAR-SC,582,gCO2eq/kWh,81.36
1659564146,2022-08-03T21:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.81
1659565944,2022-08-03T21:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.81
1659567744,2022-08-03T22:00:00.000Z,ok,US-CAR-SC,574,gCO2eq/kWh,80.58
1659569545,2022-08-03T22:00:00.000Z,ok,US-CAR-SC,574,gCO2eq/kWh,80.58
1659571344,2022-08-03T23:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.89
1659573144,2022-08-03T23:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,80.89
1659574945,2022-08-04T00:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,81.72
1659576745,2022-08-04T00:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,81.72
1659578545,2022-08-04T01:00:00.000Z,ok,US-CAR-SC,585,gCO2eq/kWh,84.8
1659580344,2022-08-04T01:00:00.000Z,ok,US-CAR-SC,585,gCO2eq/kWh,84.8
1659582144,2022-08-04T02:00:00.000Z,ok,US-CAR-SC,590,gCO2eq/kWh,85.34
1659583944,2022-08-04T02:00:00.000Z,ok,US-CAR-SC,590,gCO2eq/kWh,85.34
1659587544,2022-08-04T03:00:00.000Z,ok,US-CAR-SC,607,gCO2eq/kWh,87.03
1659589344,2022-08-04T04:00:00.000Z,ok,US-CAR-SC,610,gCO2eq/kWh,86.58
1659591144,2022-08-04T04:00:00.000Z,ok,US-CAR-SC,610,gCO2eq/kWh,86.58
1659592943,2022-08-04T05:00:00.000Z,ok,US-CAR-SC,604,gCO2eq/kWh,85.98
1659594743,2022-08-04T05:00:00.000Z,ok,US-CAR-SC,604,gCO2eq/kWh,85.98
1659596543,2022-08-04T06:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,83.09
1659598342,2022-08-04T06:00:00.000Z,ok,US-CAR-SC,589,gCO2eq/kWh,83.09
1659601943,2022-08-04T07:00:00.000Z,ok,US-CAR-SC,584,gCO2eq/kWh,82.83
1659603742,2022-08-04T08:00:00.000Z,ok,US-CAR-SC,580,gCO2eq/kWh,82.54
1659605543,2022-08-04T08:00:00.000Z,ok,US-CAR-SC,580,gCO2eq/kWh,82.54
1659607343,2022-08-04T09:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.35
1659609143,2022-08-04T09:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.35
1659610943,2022-08-04T10:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,82.3
1659612743,2022-08-04T10:00:00.000Z,ok,US-CAR-SC,576,gCO2eq/kWh,82.3
1659614542,2022-08-04T11:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,82.37
1659616344,2022-08-04T11:00:00.000Z,ok,US-CAR-SC,577,gCO2eq/kWh,82.37
1659618143,2022-08-04T12:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.34
1659619945,2022-08-04T12:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.34
1659621745,2022-08-04T13:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.29
1659623544,2022-08-04T13:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,82.29
1659625343,2022-08-04T14:00:00.000Z,ok,US-CAR-SC,575,gCO2eq/kWh,83.18
1659627143,2022-08-04T14:00:00.000Z,ok,US-CAR-SC,575,gCO2eq/kWh,83.18
1659628943,2022-08-04T15:00:00.000Z,ok,US-CAR-SC,592,gCO2eq/kWh,84.54
1659630744,2022-08-04T15:00:00.000Z,ok,US-CAR-SC,592,gCO2eq/kWh,84.54
1659632543,2022-08-04T16:00:00.000Z,ok,US-CAR-SC,595,gCO2eq/kWh,85.04
1659634345,2022-08-04T16:00:00.000Z,ok,US-CAR-SC,595,gCO2eq/kWh,85.04
1659636148,2022-08-04T17:00:00.000Z,ok,US-CAR-SC,590,gCO2eq/kWh,85.46
1659637944,2022-08-04T17:00:00.000Z,ok,US-CAR-SC,590,gCO2eq/kWh,85.46
1659639744,2022-08-04T18:00:00.000Z,ok,US-CAR-SC,599,gCO2eq/kWh,86.5
1659641546,2022-08-04T18:00:00.000Z,ok,US-CAR-SC,599,gCO2eq/kWh,86.5
1659643599,2022-08-04T19:00:00.000Z,ok,US-CAR-SC,600,gCO2eq/kWh,86.04
1659645143,2022-08-04T19:00:00.000Z,ok,US-CAR-SC,600,gCO2eq/kWh,86.04
1659646943,2022-08-04T20:00:00.000Z,ok,US-CAR-SC,600,gCO2eq/kWh,85.2
1659648744,2022-08-04T20:00:00.000Z,ok,US-CAR-SC,600,gCO2eq/kWh,85.2
1659650543,2022-08-04T21:00:00.000Z,ok,US-CAR-SC,587,gCO2eq/kWh,83.9
1659652343,2022-08-04T21:00:00.000Z,ok,US-CAR-SC,587,gCO2eq/kWh,83.9
1659654143,2022-08-04T22:00:00.000Z,ok,US-CAR-SC,575,gCO2eq/kWh,82.83
1659655943,2022-08-04T22:00:00.000Z,ok,US-CAR-SC,575,gCO2eq/kWh,82.83
1659657744,2022-08-04T23:00:00.000Z,ok,US-CAR-SC,571,gCO2eq/kWh,82.2
1659659544,2022-08-04T23:00:00.000Z,ok,US-CAR-SC,571,gCO2eq/kWh,82.2
1659661344,2022-08-05T00:00:00.000Z,ok,US-CAR-SC,570,gCO2eq/kWh,83.15
1659663144,2022-08-05T00:00:00.000Z,ok,US-CAR-SC,570,gCO2eq/kWh,83.15
1659664944,2022-08-05T01:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,84.46
1659666743,2022-08-05T01:00:00.000Z,ok,US-CAR-SC,578,gCO2eq/kWh,84.46
1659668543,2022-08-05T02:00:00.000Z,ok,US-CAR-SC,579,gCO2eq/kWh,84.83
1659670343,2022-08-05T02:00:00.000Z,ok,US-CAR-SC,579,gCO2eq/kWh,84.83